content,polarity,agreement
Ni un socialista pata negra después de un fin de semana mano a mano con el chófer de Guerrero habría soñado con esto #25M #Andalucía,NEU,AGREEMENT
El #erragate sale gratis. Gana Rubalcaba o Chacon?,NEU,AGREEMENT
"Viendo y escuchando a Cospedal, se diría que Cospedal está realmente contenta por el resultado de Arenas en Andalucía. (¿No?) #25M",P,AGREEMENT
Si Rajoy no presentara Reforma Laboral se diría que PP no gobierna Andalucía por falta de medidas.Hace falta discurso POLÍTICO.,N,AGREEMENT
"No se puede fiar todo una estrategia política al desgaste del adversario. La gente también necesita ilusión.  Arriola, !!!así no!!",N+,AGREEMENT
Victoria sin gobierno: análisis del delegado de EL PAÍS en Andalucía. http://t.co/kEn4Eeqv via @el_pais,N,AGREEMENT
Para quien quiera seguir con el análisis puede hacerlo en el 24 horas con Xabier Fortes. Y mañana más en #losdesayunosdetve a las 9!!!!,P,AGREEMENT
"Andalucía y Asturias frenan al PP. Sube IU, está por ver si el PSOE entiende el voto crítico y la urgencia de izquierda sensata y con ideas",NEU,AGREEMENT
"Planeta creativo: nuevo placer otra interesante jornada con vosotros. Mañana pronto estoy con @susannagriso, que sigue a 6 puntos... a2.",P+,AGREEMENT
"Vale, llamadme loco, pero creo que el capitán Haddock es familia de Alfredo Landa...#miscositas http://t.co/r9m8wZyJ",P,AGREEMENT
@SSantiagosegura tintín...he perfao...no atisbo a.... Viva Landa!!;),P+,AGREEMENT
Duro revés para Rajoy. No existen las derrotas dulces. (Post en el blog El Patio del Congreso) http://t.co/64HaGHan,N+,AGREEMENT
"Si quieres un móvil nuevo, te lo compras  http://t.co/nSaNYyek vía @el_pais",NONE,AGREEMENT
"Gracias, gracias, gracias a todos cuantos habéis seguido confiando en nuestro camino. Ahora toca seguir trabajando por Andalucia.",P+,AGREEMENT
Momento de reflexión para Rajoy: Política no es la cajera de un supermercado que suma productos por código de ba... http://t.co/XNjT79qK,N,AGREEMENT
En menos de 100 días!,NONE,AGREEMENT
"Mirad. ¡Me he comido una ""h"" por segunda vez en el día de hoy! Y me disculpo por segunda vez. Lo siento. Pero estoy cansado. Bona nit.",N,AGREEMENT
Algunas paradojas electorales. Una victoria que decepciona y una derrota que trae alegría http://t.co/vch0TScN #25M,N+,AGREEMENT
Seguimos actualizando en mi Facebook los videos de los musicos que participan en el nuevo disco. De (cont) http://t.co/JVuPslUr,P,AGREEMENT
"El Servicio Geológico de EE.UU. dice que terremoto que sacudio Chile anoche, fue de 7,2º (escala Richter)",N+,AGREEMENT
El dia 2 de Junio tocare en el estadio Vicente Calderon para celebrar los 20 años de Cadena100 .. Me llevo toda la artilleria pesada. ;),P,DISAGREEMENT
Buenos días. Comenzamos semana política clave: resaca 25M- foto con Obama - huelga general - presupuestos.,NEU,AGREEMENT
Portada ABC http://t.co/jnOGgot2 ...,NONE,AGREEMENT
"gracias “@TxetxoY: Arenas ingresado por subida de azúcar, tras tanta derrota dulce. Gran análisis de @Fgarea  http://t.co/64HaGHan""”",P+,DISAGREEMENT
En @tuitrafico encontraréis información del estado de las carreteras. Está muy bien,P+,AGREEMENT
"Gracias :) RT @chtgarrote: Muchas felicidades por el especial de ayer, la más amplia, plural y completa cobertura informativa del #25M",P+,AGREEMENT
#EPdesayunoPatxi xq formar una mesa de partidos fuera del parlamento? No es un ninguno de la voluntad electoral?,N,AGREEMENT
Atención: tanto PSOE como PP pierden votos en las andaluzas d ayer respecto a las anteriores d 2008. Diez puntos + d abstención.,N,AGREEMENT
"Covergència,después de su congreso,ha marcado claro su objetivo: llevar a Cataluña al conflicto social desde la insumisión d coche oficial",N,AGREEMENT
"Telita. RT @Manuiza64 Una hora esperando en baseTorrejón.Llega alguien de Exteriores.Y llama al militar de la entrada ""guardia"". Me ha matao",N,AGREEMENT
Gracias a todos x vuestra felicitacion. Un abrazo. http://t.co/fbnWbP2O,P+,AGREEMENT
@LosadaPescador con retraso pero Feliz Cumpleaños!!,P+,AGREEMENT
Asi es el Numero Uno  HOY A LAS 22:30 en http://t.co/Z0tdaQnC,P,AGREEMENT
La entrevista que me ha hecho @conla_A como capitana de @Las_termitasfc http://t.co/wPlqWpjK,NONE,AGREEMENT
Los vascos que para López no son vascos http://t.co/pm0PjVTY,N,AGREEMENT
"Pablo, intento responderte a tu mensaje pero no me lo permite. ¿De qué calle se trata?",NONE,AGREEMENT
Tiene delito que el que se ponga en la foto con sindicatos sea Valeriano Gomez. El Ministro del Paro del PSOE hasta antes de ayer #caradura,N+,AGREEMENT
José María Brunet nos da su visión sobre las autonómicas de ayer @TelediarioInter a las 3 de la tarde.,NONE,AGREEMENT
"@FedericoQuevedo @amadeoniza sí, Quevedo, pero no pueden pedir ayuda los q luego se lo gastan en coca, fiestas y prostitución #25M",N+,AGREEMENT
"Carlos Floriano, de Organización del PP, ha hablado hoy en la COPE, Antena 3 TV, RNE y ABC Punto Radio. No puede hacer el chat de EL PAÍS.",N,AGREEMENT
Rajoy dice a su llegada a Seoul que los resultados en Andalucía no han sido un fracaso,P,AGREEMENT
"Recortando, pegando y dibujando... http://t.co/r4XkgIl3",NONE,AGREEMENT
Roban dos millones de euros en una joyería madrileña con un butrón - http://t.co/lPd40w3A,N,AGREEMENT
Y la corrupción sigue... Detenido el 'número 2' de la Diputación de Barcelona por tráfico de influencias http://t.co/YbCOS6ro,N+,AGREEMENT
Detenidas 14 personas entre las 76 desalojadas de un edificio en Centro http://t.co/EkPS6NbE vía @elmundoes,N+,AGREEMENT
Ya puede consultar en la web La Moncloa http://t.co/3frCdMwG el borrador del Anteproyecto de Ley de Transparencia y hacer sus aportaciones,P,AGREEMENT
El gobierno ahora más q nunca tiene q actuar. La situación política y económica exige contundencia y no paños calientes.Sin miedo a huelgas.,P,DISAGREEMENT
"#leydetransparencia opaca. Restringida la política económica y monetaria, propiedad intelectual e industrial, más allá de estándar europeos",N+,AGREEMENT
El gran Ferrán Adriá ahora en @apropios_rne,P+,AGREEMENT
...y mañana prometo ser bueno y no reirme... Coño!!! qué hago entonces con @lamiradacitrica @MoristoMehide1 y @ElExpecial? Dios qué sinvivir,NEU,AGREEMENT
"JA, JA, JA!!! RT @Alfonso_Egea: Os juro que he intentado contenerme! Imposible... Pais este el nuestro http://t.co/vqc5j8Jw""",P,AGREEMENT
Últimamenteaa RT @DrFleischman: @JuanraLucas Últimamente dice usted unas cosas muy extrañas...,N,AGREEMENT
¿Afectarña Andalucía a los presupuestos del viernes? @TelediarioInter 20:30,N,AGREEMENT
"Hoy tendría q haber salido en rueda de prensa Arenas y explicarse. Vamos, digo yo q no poder gobernar a la cuarta merece una explicación.",N,AGREEMENT
"Cada vez se parece mas @Fede_dejuan a Alvaro Nadal con esa peluca!!! Es la leche, :DDDDDD",N,AGREEMENT
van a asaltar el Bundesbank? “@Elpregoneeero: FCC y ACS se adjudican un túnel en Alemania por 290 millones de euros http://t.co/fzt7u8Hv”,N,AGREEMENT
alaaaaaaaa “@AlbertoCuellarr: @maykanavarro un mordisco mejor ;-)”,P,AGREEMENT
"RT“@marianorajoy: Presentaremos unos Presupuestos austeros y continuaremos haciendo reformas, porque es lo que España necesita",N,AGREEMENT
El mapa de los #medios más influyentes http://t.co/N9XfnFWt #periodismo,P,AGREEMENT
A eso del uso de un #hashtag para seguir un programa de televisión o una serie lo llaman #socialTV,NONE,AGREEMENT
"Ya está en marcha el procedimiento de consulta pública de la Ley de transparencia, acceso a la información... http://t.co/1CbjZtf9",P,AGREEMENT
http://t.co/NcywwjNapara aquellos que quieran ver un resumen de lo que fue mi concierto en Ensenada aquí está el #videocapítulo,P,AGREEMENT
Buenos días ;-)),P+,AGREEMENT
Portada La Razón http://t.co/ZQLLjJoU ...,NONE,AGREEMENT
"Agencia noticias SANA:Consejo Nacional Medios Sirio da licencias trabajo a 6 periódicos y 13 revistas d política,economia,sociedad y cultura",P+,AGREEMENT
"El jefe del sondeo que + erró dice q la culpa quizá fue d los proPP, q votaron poco, o los proPsoe, q votaron demasiado http://t.co/JH9gcjRo",N+,AGREEMENT
"La anécdota del encuentro Rajoy-Obama, es la disculpa del presidente americano a Rajoy por no hablar español.",NONE,AGREEMENT
Hemos roto el bipartidismo porque ahora jugamos todos. Se entiende que Monti diga que España preocupa. Es obvio que a los mercados. #29M,NEU,DISAGREEMENT
"Acabo de comprar por iTunes la versión de ""Hoy me voy"" del MTV a  dueto con @PaulaFernandes7 , esta buenísima..! .. Y la canción también !",P+,AGREEMENT
El Número Uno arranca con derroche de voz y ritmo http://t.co/CUj2YEGU vía @antena3com,P+,AGREEMENT
"No vi la gala de #ElNumeroUno, pero sí he visto el pedazo de 20,8% de audiencia que hizo. Felicidades, @tinetr y cía.",P+,AGREEMENT
"Veo a la derecha muy molesta con el resultado en Andalucía y Asturies, al tiempo que a un PSOE ansioso. Nosotros estamos  tranquilos.",NEU,DISAGREEMENT
“@Mile_aguirre: @David_Busta cuando me vas a mandar un Besoaa Tengo qe seguir esperando? Jaja saludos desde Argentina.”BESAZOOOO!,P,AGREEMENT
Hoy Comité @ppandaluz con @javierarenas_pp (@ cordoba) http://t.co/NkXGVBOs,NONE,AGREEMENT
"Rajoy celebra su 57 cumpleaños en Seúl: ""cumplir años no es bueno, no cumplirlos es peor"" http://t.co/zJ0mDANK",P,AGREEMENT
".@javierarenas_pp "" en #Andalucía a través de las urnas es posible la alternancia . Después de 30 años hemos ganado y ser los mas votados""",P+,AGREEMENT
Las cámaras d @13tv_AlDia están preguntando: ¿cree q con el #25M se abre un ciclo político en España favorable al @PSOE y @_Rubalcaba_ ?,P,AGREEMENT
"PP admite q 25M ""ha dado alas"" a PSOE pero niega cambio ciclo. @jamonago dice en @servimedia q a Rubalcaba ""lo recogieron los Tédax"" el 20N",N,AGREEMENT
El TS condena a unos padres a pagar a sus vecinos 8.000 euros por el ruido de sus hijas al piano.,N,AGREEMENT
"Parroquia de Santo domingo de la calzada, sector 6 #CañadaReal  http://t.co/ERswrNUL",NONE,AGREEMENT
Las empresas publicas q cometen irregularidades en @TelediarioInter a las 3 y @CriadoSusana,N,DISAGREEMENT
Las ofertas de última hora de http://t.co/5rR3tfOA son la bomba. Desde 25€/persona y noche...,P+,AGREEMENT
"Con el plan de ajuste de Botella, los talleres culturales en los distritos de Madrid costarán un 40% más",N+,AGREEMENT
"El Festival de #Málaga baja su gasto un 11,5 % al reducir algunas actividades http://t.co/mRsYk9oM",NEU,AGREEMENT
¿Dará Rajoy la rueda de prensa del viernes? ¿Debería?,NONE,AGREEMENT
“Nosotras damos de comer a la humanidad” http://t.co/sjpKXnS1,P+,AGREEMENT
"Intervención de @anapastorPP ministra de Fomento en Senado, confirmando #AVE a Talavera en el eje  #Madrid-Extremadura http://t.co/gCXthIo7",NONE,AGREEMENT
Exigiremos al Ayuntamiento que mantenga el actual nivel de empleo municipal a todos los niveles de la administración http://t.co/vCHGTEhQ,P,AGREEMENT
Deseo de mucho éxito al alcalde de  Oropesa. Pasen y vean: Oropesa es la que más se esmera en recrear el Medievo - http://t.co/aYTrcDKK,P+,AGREEMENT
"En el alemán d Normandía, miles d chicos d 19 o 20 q mataron y murieron creyendo q su aviación bombardeaba Nueva York. http://t.co/jo8CjhHK",N+,AGREEMENT
Hoy se graban coros. Seguimos avanzando.,P+,AGREEMENT
Obra de teatro para concienciar a nuestros escolares en la seguridad vial http://t.co/Cyd7casL,P+,AGREEMENT
¡Curioso! ¿Se imaginan un concierto con efímeros instrumentos de hielo? Escuchen cómo suenan en este #video http://t.co/TqBM1NlA vía BBC,P,AGREEMENT
La paz y la seguridad internacional nos exigen un compromiso activo y España está a la vanguardia de este reto http://t.co/BOQdD7ee,P+,AGREEMENT
En la clausura del programa de formación y empleo Redes #sevillahoy http://t.co/JMtILS2o,NONE,AGREEMENT
"CSIF se felicita de q sólo les hayan congelado; el gob cat, molesto x quedarse sólo. Lo comentamos @Godivaciones en @TelediarioInter 20:30",NEU,AGREEMENT
¿Liberar a Otegui? @MariateDiez contará lo que se dice en los pasillos del Congreso. @TelediarioInter 20:30,NEU,AGREEMENT
Rubalcaba denuncia quelas mujeres son las más dañadas por los recortes y considera prioritaria la igualdad Debería mandar su plan a Valderas,N+,AGREEMENT
"Juan Tardá (ERC) dice en el Congreso q en Cataluña hay recortes xq España ejerce ""expolio financiero"" sobre ellos. ¿En qué realidad vive?",N+,AGREEMENT
"Gracias! RT @CarlosSosa_ @Tonicanto1 La sentencia. Soy el ""condenado"". Se lee rapidito, dolo tres folios. Saludos  http://t.co/mtCaO4Aa",P+,AGREEMENT
X favor: una fotografía de Marín para elcongreso x 27.000€urazos!!!! No son muchos euros para una foto? Vía @elEconomistaes,N+,AGREEMENT
"¡Cómo estoy de sensible (o de cegato)! He visto en el twitter Fulanito de Tal te ""ha agredido""... y no, era ""agregado""",NEU,AGREEMENT
Felicitats a l'equip de bàsquet del FCB per arribar a la Final Four! Felicidades al equipo de baloncesto del FCB por llegar a la Final Four!,P+,AGREEMENT
Muere un brigadista en el incendio forestal de Orense http://t.co/JJoxBSCT vía Atlas,N+,AGREEMENT
Cómo se llega a esto?,N,AGREEMENT
"Final, Apoel 0-3 Real Madrid.",NONE,AGREEMENT
Montoro advierte de que el recorte del Presupuesto superará el 15% http://t.co/hEH2G7Tj via @abc_es,N+,AGREEMENT
"La UE prevé que España suba impuestos, todo listo para la huelga y la renta mínima de inserción, amenazadahttp://t.co/jXmep9Rn#portadaEPC",N+,AGREEMENT
"Habéis visto @El_Hormiguero? Acabo de contar que comienzo gira. Papitwo el 22 de septiembre en Sevilla, el 27 en... http://t.co/WTUnNDqa",P,AGREEMENT
"@DiegoMazon78 Yo también lo dí. No es lo mismo el ""quemado"" que el estrés de combate. Hay poco investigado en España.",N,AGREEMENT
"Se conoce que la publi ahora no dura ná, no?",P,AGREEMENT
“@giannill78: @David_Busta Guayaquil te espera con ansias!! Queremos darte un gran y merecido abrazo x ser tan artistaaaa!!”ABRAZOOOO!,P+,AGREEMENT
Algunos venimos diciendo desde el siglo pasado q Alberto Ruiz Antañón era simulación y caspa. Los que se engañaban con él era xp querían,N+,AGREEMENT
"Constatado que Gallardón no tiene ni idea de mujeres, me pregunto si sabrá algo de Justicia... porque él es ministro de Justicia, no?",N,AGREEMENT
Muy buen reportaje sobre el estrés postraumático en militares http://t.co/EmSPIZM9 via @marielarubio,P,AGREEMENT
Cumbre nuclear en Seúl.. Algunos avances.  http://t.co/guGjs560,P,AGREEMENT
Alarmante índice de ejecuciones en los escasos países que aplican la pena capital http://t.co/Ow0gpFTA vía @amnistiaespana,N+,AGREEMENT
Andalucia: Javier Arenas ofrece diálogo para un pacto de gobernabilidad. Los socialistas insisten en que la 1ª opción es IU.,P+,AGREEMENT
"Los 7 incendios declarados en Galicia, han calcinado más de 400 hectáreas de monte. Un brigadista moría en Castrelo do Val, Orense",N+,AGREEMENT
Buenos días!,NONE,AGREEMENT
Portada Marca http://t.co/FDB5qgnV ...,NONE,AGREEMENT
Què es un éxito en la huelga para los sindicatos? Servirá para algo? Forzarán al gobierno a negociar? UGT y CCOO hoy en #losdesayunosdetve,NEU,DISAGREEMENT
"Arrancamos! @cmsaleelsol: Hoy en la mesa de trabajo de @ABCPuntoRadio: @SalomeGa, @girauta, @germanyanke y Jaime González",NONE,AGREEMENT
"“@Vertele: Audiencias: ""Tú sí que vales"" lidera en Telecinco tras el partido de Champions http://t.co/B37X6y8v” Ouyesh!",P+,AGREEMENT
Hasta De Guindos recibe la octavilla de @gllamazares...,N,AGREEMENT
Enhorabuena a @iescolar @basteiro @iurquizu @juanlusanchez @LuzSanchis @jordipc @rosamariaartal...  Nace eldiario.es http://t.co/SPwXf4ge,P+,AGREEMENT
Lo de Gallardon es insufrible. Ahora utiliza a Martín Luther King para justificar su rancia visión de la mujer.,N+,AGREEMENT
"""@mktfan: Una aplicación permite añadir “enemigos” a Facebook http://t.co/VKheP1DJ"" Ok, pero cuál es el máximo?",P+,AGREEMENT
"No puede ser... Según El Programa de Ana Rosa, en los medios latinoamericanos dicen que Colate se ha liado con Ana Obregón...",N,AGREEMENT
"El 'ajustazo' de Botella es consecuencia de la política en 3D del ayuntamiento de Madrid: derroche, despilfarro y desmesura.",N+,AGREEMENT
Derecho tanto a hacer huelga como a no hacerla.,NONE,AGREEMENT
Pido a los ciudadanos que denuncien cualquier hecho violento o coacción. En redes sociales o a través de los teléf. de la Policía.,N,AGREEMENT
Esperanza Aguirre: Pido a los madrileños que cumplan con su deber cívico de denunciar cualquier acto violento cometido durante la huelga,N,AGREEMENT
Candidato d IU hablando d la mujer d las tetas gordas(x la delegada  d educación)Alguien ha oído a las feministas quejarse?Si fuera del PP..,N+,AGREEMENT
Las cámaras d @13tv_AlDia están preguntando: ¿qué impuestos serían los menos dañinos en caso d q Rajoy decida subirlos? @eminambres,N,AGREEMENT
Pablo García-Rojo: “Eurovegas tiene su primera baza en la reforma laboral del PP” http://t.co/qTz2STQs,N,AGREEMENT
El viernes conoceremos las cifras de la huelga y de los nuevos presupuestos. A ver si las primeras modifican las segundas. #29MHG,NEU,DISAGREEMENT
Video Blog!!!!http://blogs.antena3.com/videoblog-buenafuente/nombre-programa-buenas-noches-y-buenafuente_2012032800057.html,NONE,AGREEMENT
Yo mañana voy a trabajar.,NONE,AGREEMENT
#yotrabajomañana,NONE,AGREEMENT
"Monti, primer ministro de Italia, dice que la crisis en la zona euro 'casi ha terminado'. http://t.co/3hQlkCgW",NEU,DISAGREEMENT
"Fátima Báñez: ""Las pymes han hecho 10.000 nuevos contratos fijos en mes y medio"". @GPPopular @ppcv @que_hacen",P+,AGREEMENT
